PHX:8,14.0
PHX:2,24.0
MIA:10,29.875
MIA:16,14.0
SFO:0,24.0
PDX:13,7.0
SJU:1,318.0
PHX:1,11.0
STX:13,49.0
MIA:14,35.2
PDX:15,7.0
MIA:13,24.555555555555557
SFO:9,105.0
SFO:6,40.0
SFO:1,88.0
SFO:3,89.0
SFO:7,22.0
PHX:7,30.0
SJU:4,223.0
MSP:12,22.0
DEN:9,32.0
PIT:23,4.0
DEN:8,33.0
SFO:4,8.0
DEN:5,12.5
SFO:8,6.0
JAX:13,134.0
PHX:5,12.0
DEN:1,50.0
DEN:3,12.0
SJU:9,9.0
DEN:2,14.0
ABQ:3,43.0
MIA:22,11.0
ABQ:2,45.0
MIA:4,20.4
DEN:7,13.0
MIA:11,18.875
CLT:10,38.0
CLT:11,6.0
MIA:23,13.4
PBI:23,8.0
MSP:4,168.0
LAX:8,7.0
LAX:9,12.0
MIA:3,24.25
MSP:21,20.0
CLT:12,15.0
LAX:7,29.0
DTW:10,7.5
CLT:15,20.0
DAY:5,11.0
MSP:13,55.0
TUS:7,9.5
STL:20,12.0
TUS:4,13.0
TUS:9,12.0
TUS:3,32.5
TUS:8,48.0
STL:22,11.0
MIA:9,44.0
MIA:15,96.0
JAX:23,26.0
MIA:6,6.8
DAY:0,13.0
MIA:5,23.11111111111111
BOS:2,314.0
MIA:8,31.0
OGG:0,18.0
OGG:8,6.0
BOS:1,12.0
TUS:12,56.0
MIA:1,68.66666666666667
OGG:6,31.0
BOS:0,16.333333333333332
OGG:2,37.0
DTW:4,38.0
ELP:13,47.0
BOS:4,6.666666666666667
DTW:7,19.0
BOS:9,14.0
JFK:12,33.0
JFK:10,22.166666666666668
BNA:0,58.0
JFK:13,32.5
BOS:7,28.0
BOS:6,9.0
MIA:7,25.25
SEA:14,8.0
EWR:23,14.0
ATL:9,10.0
LAS:18,29.333333333333332
SEA:15,14.0
SEA:13,24.0
LAS:16,11.5
ATL:3,11.0
JFK:11,35.0
ATL:7,32.0
JAX:6,44.0
MSP:22,17.0
MSP:23,10.0
ATL:1,5.5
LAS:15,11.0
JAX:8,9.0
MIA:2,13.923076923076923
ATL:8,23.0
LAS:20,89.33333333333333
LAS:17,12.0
MCO:22,11.0
DTW:1,23.0
LAS:23,11.0
LAS:19,82.5
MCO:23,13.0
SEA:17,15.0
LAS:22,36.0
ATL:5,31.0
EGE:13,20.0
LAS:21,18.0
LAS:13,13.0
PIT:11,12.0
OMA:1,35.0
LAS:14,10.5
SEA:22,25.5
MCO:11,11.5
MCO:13,32.0
MCO:12,11.5
MIA:0,22.545454545454547
SEA:23,11.0
EWR:22,15.0
MCO:10,21.0
BHM:12,11.0
MCO:14,32.0
DSM:23,9.0
RNO:15,18.0
SEA:18,6.0
RNO:17,72.0
RSW:10,374.0
IAH:0,33.0
DAY:11,47.0
SAN:16,18.0
RSW:12,119.0
ORF:0,24.0
COS:5,47.0
ATL:23,11.0
JFK:23,38.5
IAH:2,46.0
FAT:21,11.0
BWI:13,62.0
ORF:10,12.0
MEM:19,1.0
BOS:8,1.0
SEA:16,15.0
BWI:10,13.0
SAN:15,16.0
SAN:21,22.0
SAN:23,9.0
BOS:12,9.5
SAN:22,13.0
BOS:11,67.5
HNL:18,12.0
FAT:15,57.0
BWI:23,36.5
ELP:12,87.0
ATL:14,10.0
ATL:10,13.0
STX:21,24.0
BOS:13,23.0
COS:1,13.0
LAS:8,13.0
BOS:10,12.0
SLC:7,17.0
MEM:21,5.0
LAS:0,71.33333333333333
MEM:12,5.0
HDN:10,348.0
SLC:1,34.0
LAS:1,58.0
LAS:6,10.0
SLC:9,31.0
LAS:3,50.0
DCA:4,5.0
SAN:14,19.0
RIC:5,6.0
DCA:1,11.0
HNL:23,30.0
SAN:18,6.0
DCA:3,19.0
DCA:0,10.0
PIT:1,9.0
DCA:6,5.0
EGE:8,44.0
MSY:2,72.0
DCA:2,9.0
DCA:7,9.0
